,AAPL,AMZN,GOOGL,MSFT
1990-11-15,0.2556,,,0.5845
1990-11-16,0.2503,,,0.5856
1990-11-19,0.2592,,,0.5985
1990-11-20,0.2529,,,0.5877
1990-11-21,0.2574,,,0.592
1990-11-23,0.2592,,,0.592
1990-11-26,0.2618,,,0.605
1990-11-27,0.2671,,,0.6189
1990-11-28,0.2618,,,0.606
1990-11-29,0.2618,,,0.6136
1990-11-30,0.2618,,,0.6222
1990-12-03,0.2716,,,0.6361
1990-12-04,0.2743,,,0.6416
1990-12-05,0.2859,,,0.648
1990-12-06,0.2939,,,0.6437
1990-12-07,0.3028,,,0.6394
1990-12-10,0.2974,,,0.6373
1990-12-11,0.285,,,0.6211
1990-12-12,0.2823,,,0.6243
1990-12-13,0.2903,,,0.6265
1990-12-14,0.2841,,,0.634
1990-12-17,0.2859,,,0.6373
1990-12-18,0.301,,,0.648
1990-12-19,0.2983,,,0.6447
1990-12-20,0.3134,,,0.6502
1990-12-21,0.3206,,,0.6523
1990-12-24,0.3134,,,0.648
1990-12-26,0.3117,,,0.6459
1990-12-27,0.3099,,,0.6437
1990-12-28,0.3063,,,0.6459
1990-12-31,0.3063,,,0.648
1991-01-02,0.3099,,,0.6437
1991-01-03,0.3063,,,0.648
1991-01-04,0.3081,,,0.6534
1991-01-07,0.3081,,,0.6447
1991-01-08,0.3081,,,0.6329
1991-01-09,0.3224,,,0.6373
1991-01-10,0.3357,,,0.6738
1991-01-11,0.3348,,,0.6717
1991-01-14,0.3295,,,0.6609
1991-01-15,0.333,,,0.6749
1991-01-16,0.3544,,,0.7083
1991-01-17,0.3651,,,0.7234
1991-01-18,0.358,,,0.7341
1991-01-21,0.3615,,,0.7707
1991-01-22,0.3651,,,0.7653
1991-01-23,0.3687,,,0.7664
1991-01-24,0.3714,,,0.7793
1991-01-25,0.3811,,,0.7707
1991-01-28,0.3882,,,0.7944
1991-01-29,0.3829,,,0.7966
1991-01-30,0.3954,,,0.8289
1991-01-31,0.3954,,,0.845
1991-02-01,0.3972,,,0.859
1991-02-04,0.3936,,,0.8536
1991-02-05,0.4114,,,0.8719
1991-02-06,0.4052,,,0.9107
1991-02-07,0.4114,,,0.887
1991-02-08,0.4266,,,0.8956
1991-02-11,0.4373,,,0.8977
1991-02-12,0.4274,,,0.8891
1991-02-13,0.4274,,,0.9085
1991-02-14,0.407,,,0.8676
1991-02-15,0.4114,,,0.8891
1991-02-19,0.4283,,,0.8827
1991-02-20,0.4355,,,0.8848
1991-02-21,0.4212,,,0.8612
1991-02-22,0.4265,,,0.8805
1991-02-25,0.414,,,0.887
1991-02-26,0.4158,,,0.8762
1991-02-27,0.4158,,,0.9064
1991-02-28,0.4087,,,0.8934
1991-03-01,0.4123,,,0.9107
1991-03-04,0.4168,,,0.9214
1991-03-05,0.4507,,,0.9602
1991-03-06,0.4497,,,0.9236
1991-03-07,0.4801,,,0.8956
1991-03-08,0.464,,,0.8827
1991-03-11,0.4533,,,0.8547
1991-03-12,0.4489,,,0.8246
1991-03-13,0.4729,,,0.8655
1991-03-14,0.4658,,,0.8439
1991-03-15,0.4729,,,0.832
1991-03-18,0.4836,,,0.8547
1991-03-19,0.4961,,,0.8525
1991-03-20,0.4836,,,0.8525
1991-03-21,0.4622,,,0.8159
1991-03-22,0.4515,,,0.8073
1991-03-25,0.4604,,,0.8461
1991-03-26,0.4997,,,0.9052
1991-03-27,0.4944,,,0.9279
1991-03-28,0.4854,,,0.9139
1991-04-01,0.489,,,0.9193
1991-04-02,0.5193,,,0.9666
1991-04-03,0.4997,,,0.9796
1991-04-04,0.5104,,,0.9796
1991-04-05,0.4952,,,0.9473
1991-04-08,0.4997,,,0.9591
1991-04-09,0.4908,,,0.9494
1991-04-10,0.4774,,,0.9257
1991-04-11,0.5068,,,0.9559
1991-04-12,0.5122,,,0.9236
1991-04-15,0.4444,,,0.9796
1991-04-16,0.4587,,,0.9666
1991-04-17,0.4515,,,0.9602
1991-04-18,0.4355,,,0.9473
1991-04-19,0.4257,,,0.9236
1991-04-22,0.439,,,0.8794
1991-04-23,0.439,,,0.8751
1991-04-24,0.4337,,,0.887
1991-04-25,0.4176,,,0.8676
1991-04-26,0.4185,,,0.8676
1991-04-29,0.4158,,,0.8418
1991-04-30,0.3926,,,0.8525
1991-05-01,0.3373,,,0.8676
1991-05-02,0.3498,,,0.8655
1991-05-03,0.3498,,,0.8719
1991-05-06,0.3587,,,0.8848
1991-05-07,0.3614,,,0.8719
1991-05-08,0.3551,,,0.887
1991-05-09,0.3623,,,0.9107
1991-05-10,0.3659,,,0.8848
1991-05-13,0.3766,,,0.888
1991-05-14,0.3819,,,0.8719
1991-05-15,0.3605,,,0.8439
1991-05-16,0.3498,,,0.8557
1991-05-17,0.3355,,,0.8547
1991-05-20,0.3167,,,0.8536
1991-05-21,0.3239,,,0.8784
1991-05-22,0.3311,,,0.9193
1991-05-23,0.323,,,0.943
1991-05-24,0.3284,,,0.9473
1991-05-28,0.3293,,,0.9537
1991-05-29,0.3364,,,0.9494
1991-05-30,0.3409,,,0.9494
1991-05-31,0.3364,,,0.9451
1991-06-03,0.3525,,,0.9645
1991-06-04,0.3517,,,0.9731
1991-06-05,0.3436,,,0.9645
1991-06-06,0.3338,,,0.9569
1991-06-07,0.3302,,,0.9494
1991-06-10,0.3293,,,0.9516
1991-06-11,0.3195,,,0.9526
1991-06-12,0.3034,,,0.9569
1991-06-13,0.3016,,,0.9559
1991-06-14,0.2944,,,0.9774
1991-06-17,0.3006,,,0.9774
1991-06-18,0.3016,,,0.9602
1991-06-19,0.2988,,,0.8902
1991-06-20,0.3006,,,0.8676
1991-06-21,0.3006,,,0.8805
1991-06-24,0.2988,,,0.845
1991-06-25,0.3034,,,0.8504
1991-06-26,0.3078,,,0.8676
1991-06-27,0.3042,,,0.8784
1991-06-28,0.2971,,,0.8799
1991-07-01,0.3042,,,0.9219
1991-07-02,0.3024,,,0.8799
1991-07-03,0.3087,,,0.8267
1991-07-05,0.3266,,,0.7976
1991-07-08,0.3346,,,0.8655
1991-07-09,0.3356,,,0.8767
1991-07-10,0.3382,,,0.8429
1991-07-11,0.3346,,,0.8558
1991-07-12,0.3346,,,0.8784
1991-07-15,0.3257,,,0.9025
1991-07-16,0.3132,,,0.8719
1991-07-17,0.3042,,,0.8751
1991-07-18,0.3213,,,0.8655
1991-07-19,0.3293,,,0.8751
1991-07-22,0.3293,,,0.8719
1991-07-23,0.3221,,,0.859
1991-07-24,0.3221,,,0.8461
1991-07-25,0.3239,,,0.8525
1991-07-26,0.3213,,,0.9171
1991-07-29,0.3257,,,0.9074
1991-07-30,0.3328,,,0.9397
1991-07-31,0.3311,,,0.9494
1991-08-01,0.3517,,,0.9462
1991-08-02,0.3579,,,0.9462
1991-08-05,0.3472,,,0.9333
1991-08-06,0.3543,,,0.9623
1991-08-07,0.3606,,,0.9817
1991-08-08,0.3615,,,1.0205
1991-08-09,0.3633,,,1.0431
1991-08-12,0.3704,,,1.0721
1991-08-13,0.383,,,1.0657
1991-08-14,0.3928,,,1.0657
1991-08-15,0.3812,,,1.0528
1991-08-16,0.3812,,,1.056
1991-08-19,0.3623,,,1.0366
1991-08-20,0.3659,,,1.0398
1991-08-21,0.3857,,,1.085
1991-08-22,0.3892,,,1.085
1991-08-23,0.3803,,,1.1012
1991-08-26,0.3803,,,1.1012
1991-08-27,0.3875,,,1.0947
1991-08-28,0.3821,,,1.106
1991-08-29,0.3803,,,1.1077
1991-08-30,0.3803,,,1.1012
1991-09-03,0.3767,,,1.0737
1991-09-04,0.3695,,,1.0672
1991-09-05,0.3659,,,1.0398
1991-09-06,0.3695,,,1.0431
1991-09-09,0.3821,,,1.0431
1991-09-10,0.3597,,,1.0334
1991-09-11,0.3623,,,1.0592
1991-09-12,0.3633,,,1.106
1991-09-13,0.3489,,,1.0721
1991-09-16,0.339,,,1.0721
1991-09-17,0.3516,,,1.0915
1991-09-18,0.3597,,,1.0947
1991-09-19,0.357,,,1.1141
1991-09-20,0.3633,,,1.1173
1991-09-23,0.3552,,,1.0963
1991-09-24,0.3605,,,1.1367
1991-09-25,0.3623,,,1.1335
1991-09-26,0.3588,,,1.1529
1991-09-27,0.3516,,,1.1399
1991-09-30,0.3552,,,1.1496
1991-10-01,0.3641,,,1.148
1991-10-02,0.357,,,1.1238
1991-10-03,0.3426,,,1.1303
1991-10-04,0.3462,,,1.1383
1991-10-07,0.3453,,,1.1432
1991-10-08,0.3462,,,1.1529
1991-10-09,0.3444,,,1.1561
1991-10-10,0.3426,,,1.1593
1991-10-11,0.348,,,1.1576
1991-10-14,0.3579,,,1.1916
1991-10-15,0.3767,,,1.1802
1991-10-16,0.3839,,,1.1722
1991-10-17,0.3758,,,1.1529
1991-10-18,0.3946,,,1.1626
1991-10-21,0.3928,,,1.1755
1991-10-22,0.391,,,1.1802
1991-10-23,0.3812,,,1.1658
1991-10-24,0.374,,,1.1658
1991-10-25,0.3677,,,1.1561
1991-10-28,0.3695,,,1.1658
1991-10-29,0.3713,,,1.1722
1991-10-30,0.357,,,1.2207
1991-10-31,0.3695,,,1.2125
1991-11-01,0.3659,,,1.1964
1991-11-04,0.357,,,1.1755
1991-11-05,0.3498,,,1.211
1991-11-06,0.3444,,,1.2304
1991-11-07,0.357,,,1.2239
1991-11-08,0.3821,,,1.2304
1991-11-11,0.3857,,,1.2594
1991-11-12,0.391,,,1.29
1991-11-13,0.3884,,,1.3046
1991-11-14,0.3928,,,1.282
1991-11-15,0.3588,,,1.2271
1991-11-18,0.3749,,,1.2562
1991-11-19,0.3686,,,1.2433
1991-11-20,0.3632,,,1.2465
1991-11-21,0.3668,,,1.2562
1991-11-22,0.3686,,,1.2401
1991-11-25,0.3686,,,1.2351
1991-11-26,0.3704,,,1.2207
1991-11-27,0.3668,,,1.2304
1991-11-29,0.365,,,1.2562
1991-12-02,0.3722,,,1.3079
1991-12-03,0.3632,,,1.3094
1991-12-04,0.3632,,,1.3176
1991-12-05,0.3596,,,1.3143
1991-12-06,0.3506,,,1.3466
1991-12-09,0.3533,,,1.3176
1991-12-10,0.3533,,,1.3143
1991-12-11,0.3524,,,1.3014
1991-12-12,0.3551,,,1.3176
1991-12-13,0.3623,,,1.3176
1991-12-16,0.3632,,,1.3191
1991-12-17,0.3632,,,1.3159
1991-12-18,0.3722,,,1.3288
1991-12-19,0.365,,,1.3272
1991-12-20,0.3614,,,1.3337
1991-12-23,0.3704,,,1.3789
1991-12-24,0.3758,,,1.3725
1991-12-26,0.3947,,,1.3934
1991-12-27,0.3955,,,1.4257
1991-12-30,0.4081,,,1.4306
1991-12-31,0.4055,,,1.437
1992-01-02,0.4279,,,1.4726
1992-01-03,0.4243,,,1.4596
1992-01-06,0.4171,,,1.5049
1992-01-07,0.4252,,,1.5501
1992-01-08,0.4351,,,1.605
1992-01-09,0.4477,,,1.6437
1992-01-10,0.4477,,,1.6179
1992-01-13,0.4459,,,1.642
1992-01-14,0.4639,,,1.6566
1992-01-15,0.4567,,,1.6986
1992-01-16,0.4513,,,1.6502
1992-01-17,0.4657,,,1.634
1992-01-20,0.4603,,,1.5824
1992-01-21,0.4396,,,1.5419
1992-01-22,0.4567,,,1.6211
1992-01-23,0.4639,,,1.6147
1992-01-24,0.4647,,,1.6097
1992-01-27,0.4639,,,1.5581
1992-01-28,0.4692,,,1.5598
1992-01-29,0.4549,,,1.6082
1992-01-30,0.4585,,,1.5953
1992-01-31,0.4657,,,1.5533
1992-02-03,0.4728,,,1.6147
1992-02-04,0.4728,,,1.6082
1992-02-05,0.4755,,,1.6437
1992-02-06,0.4611,,,1.6308
1992-02-07,0.4603,,,1.6243
1992-02-10,0.454,,,1.6082
1992-02-11,0.4522,,,1.5824
1992-02-12,0.4692,,,1.6243
1992-02-13,0.4621,,,1.5824
1992-02-14,0.462,,,1.5307
1992-02-18,0.4521,,,1.5275
1992-02-19,0.4467,,,1.487
1992-02-20,0.4656,,,1.5178
1992-02-21,0.4683,,,1.479
1992-02-24,0.4764,,,1.4838
1992-02-25,0.4935,,,1.4952
1992-02-26,0.5034,,,1.5759
1992-02-27,0.4935,,,1.613
1992-02-28,0.4863,,,1.5953
1992-03-02,0.4845,,,1.5888
1992-03-03,0.4782,,,1.5921
1992-03-04,0.4683,,,1.5824
1992-03-05,0.4575,,,1.5662
1992-03-06,0.4611,,,1.5275
1992-03-09,0.4593,,,1.5372
1992-03-10,0.4593,,,1.5727
1992-03-11,0.4557,,,1.5533
1992-03-12,0.4521,,,1.5645
1992-03-13,0.4549,,,1.563
1992-03-16,0.4567,,,1.605
1992-03-17,0.4531,,,1.6534
1992-03-18,0.4593,,,1.6324
1992-03-19,0.4539,,,1.6469
1992-03-20,0.4557,,,1.6599
1992-03-23,0.4539,,,1.6599
1992-03-24,0.4683,,,1.6469
1992-03-25,0.4647,,,1.6599
1992-03-26,0.4611,,,1.6147
1992-03-27,0.4395,,,1.5662
1992-03-30,0.4188,,,1.5501
1992-03-31,0.4197,,,1.5307
1992-04-01,0.4251,,,1.5565
1992-04-02,0.4233,,,1.5113
1992-04-03,0.4251,,,1.5178
1992-04-06,0.4377,,,1.5662
1992-04-07,0.4125,,,1.4984
1992-04-08,0.4026,,,1.5145
1992-04-09,0.4125,,,1.5501
1992-04-10,0.3999,,,1.4984
1992-04-13,0.4071,,,1.5178
1992-04-14,0.4233,,,1.5113
1992-04-15,0.4359,,,1.6648
1992-04-16,0.4251,,,1.6485
1992-04-20,0.4089,,,1.5258
1992-04-21,0.4053,,,1.5
1992-04-22,0.4152,,,1.5193
1992-04-23,0.4107,,,1.4952
1992-04-24,0.4071,,,1.45
1992-04-27,0.4017,,,1.4629
1992-04-28,0.3909,,,1.408
1992-04-29,0.4107,,,1.4386
1992-04-30,0.4332,,,1.4241
1992-05-01,0.4269,,,1.4693
1992-05-04,0.4359,,,1.4726
1992-05-05,0.4359,,,1.5049
1992-05-06,0.4449,,,1.4984
1992-05-07,0.4377,,,1.4855
1992-05-08,0.4467,,,1.479
1992-05-11,0.4485,,,1.4726
1992-05-12,0.4485,,,1.4758
1992-05-13,0.4521,,,1.4564
1992-05-14,0.4422,,,1.4306
1992-05-15,0.4368,,,1.4209
1992-05-18,0.435,,,1.4564
1992-05-19,0.4278,,,1.479
1992-05-20,0.4323,,,1.5081
1992-05-21,0.426,,,1.5064
1992-05-22,0.4287,,,1.4952
1992-05-26,0.4269,,,1.4919
1992-05-27,0.4341,,,1.4855
1992-05-28,0.4287,,,1.5372
1992-05-29,0.4305,,,1.563
1992-06-01,0.4152,,,1.605
1992-06-02,0.4079,,,1.5871
1992-06-03,0.3908,,,1.5888
1992-06-04,0.3935,,,1.5839
1992-06-05,0.3962,,,1.563
1992-06-08,0.3917,,,1.5275
1992-06-09,0.3899,,,1.4855
1992-06-10,0.3881,,,1.4532
1992-06-11,0.389,,,1.3951
1992-06-12,0.3944,,,1.4532
1992-06-15,0.38,,,1.4677
1992-06-16,0.3556,,,1.4096
1992-06-17,0.343,,,1.4022
1992-06-18,0.3267,,,1.3999
1992-06-19,0.3231,,,1.4241
1992-06-22,0.3195,,,1.4387
1992-06-23,0.3267,,,1.4241
1992-06-24,0.3321,,,1.3999
1992-06-25,0.3295,,,1.3563
1992-06-26,0.3267,,,1.2933
1992-06-29,0.3375,,,1.3999
1992-06-30,0.3466,,,1.3563
1992-07-01,0.3538,,,1.3974
1992-07-02,0.3339,,,1.3538
1992-07-06,0.3339,,,1.3466
1992-07-07,0.3195,,,1.3176
1992-07-08,0.3303,,,1.3296
1992-07-09,0.3313,,,1.3369
1992-07-10,0.3303,,,1.3466
1992-07-13,0.3393,,,1.3563
1992-07-14,0.343,,,1.378
1992-07-15,0.3466,,,1.3854
1992-07-16,0.352,,,1.3999
1992-07-17,0.3249,,,1.3612
1992-07-20,0.3231,,,1.3418
1992-07-21,0.3303,,,1.3902
1992-07-22,0.3195,,,1.3563
1992-07-23,0.3231,,,1.3757
1992-07-24,0.3313,,,1.4096
1992-07-27,0.3267,,,1.4144
1992-07-28,0.3357,,,1.4338
1992-07-29,0.3411,,,1.4338
1992-07-30,0.3411,,,1.4168
1992-07-31,0.3375,,,1.4096
1992-08-03,0.3303,,,1.429
1992-08-04,0.3285,,,1.4313
1992-08-05,0.3231,,,1.3951
1992-08-06,0.3177,,,1.3854
1992-08-07,0.3132,,,1.3708
1992-08-10,0.3186,,,1.3732
1992-08-11,0.3141,,,1.3829
1992-08-12,0.3186,,,1.3757
1992-08-13,0.3231,,,1.3732
1992-08-14,0.3231,,,1.3757
1992-08-17,0.324,,,1.3466
1992-08-18,0.324,,,1.3466
1992-08-19,0.3222,,,1.3418
1992-08-20,0.324,,,1.3635
1992-08-21,0.3231,,,1.3515
1992-08-24,0.3131,,,1.3369
1992-08-25,0.3213,,,1.3635
1992-08-26,0.3203,,,1.3877
1992-08-27,0.3222,,,1.4265
1992-08-28,0.3258,,,1.441
1992-08-31,0.333,,,1.4435
1992-09-01,0.3366,,,1.4435
1992-09-02,0.3511,,,1.4604
1992-09-03,0.3457,,,1.4846
1992-09-04,0.3421,,,1.4726
1992-09-08,0.3457,,,1.4871
1992-09-09,0.3547,,,1.5136
1992-09-10,0.3565,,,1.5307
1992-09-11,0.3448,,,1.5259
1992-09-14,0.3583,,,1.584
1992-09-15,0.3493,,,1.5743
1992-09-16,0.3403,,,1.5572
1992-09-17,0.333,,,1.5718
1992-09-18,0.3366,,,1.5476
1992-09-21,0.3366,,,1.533
1992-09-22,0.3312,,,1.5065
1992-09-23,0.3439,,,1.533
1992-09-24,0.3348,,,1.5549
1992-09-25,0.3294,,,1.5259
1992-09-28,0.324,,,1.4919
1992-09-29,0.3249,,,1.5259
1992-09-30,0.3267,,,1.5598
1992-10-01,0.3203,,,1.5427
1992-10-02,0.3167,,,1.5259
1992-10-05,0.3149,,,1.584
1992-10-06,0.324,,,1.5985
1992-10-07,0.3167,,,1.5718
1992-10-08,0.3149,,,1.6154
1992-10-09,0.314,,,1.596
1992-10-12,0.3185,,,1.6251
1992-10-13,0.3285,,,1.6324
1992-10-14,0.333,,,1.6179
1992-10-15,0.3294,,,1.6373
1992-10-16,0.3547,,,1.6541
1992-10-19,0.3547,,,1.7026
1992-10-20,0.3557,,,1.7026
1992-10-21,0.3511,,,1.7438
1992-10-22,0.3529,,,1.739
1992-10-23,0.3529,,,1.7171
1992-10-26,0.3728,,,1.7438
1992-10-27,0.3728,,,1.7051
1992-10-28,0.3783,,,1.7148
1992-10-29,0.3855,,,1.7438
1992-10-30,0.3801,,,1.7196
1992-11-02,0.3783,,,1.7365
1992-11-03,0.3764,,,1.7099
1992-11-04,0.3801,,,1.7148
1992-11-05,0.3982,,,1.7801
1992-11-06,0.4036,,,1.7971
1992-11-09,0.4,,,1.7801
1992-11-10,0.4072,,,1.7994
1992-11-11,0.4108,,,1.8165
1992-11-12,0.4118,,,1.8116
1992-11-13,0.4072,,,1.8068
1992-11-16,0.4154,,,1.7971
1992-11-17,0.4,,,1.7438
1992-11-18,0.4181,,,1.7826
1992-11-19,0.4217,,,1.8213
1992-11-20,0.4163,,,1.8407
1992-11-23,0.4108,,,1.7148
1992-11-24,0.4163,,,1.7729
1992-11-25,0.409,,,1.7655
1992-11-27,0.409,,,1.7777
1992-11-30,0.4171,,,1.8043
1992-12-01,0.4226,,,1.8043
1992-12-02,0.4153,,,1.7584
1992-12-03,0.4171,,,1.7752
1992-12-04,0.4126,,,1.7777
1992-12-07,0.4189,,,1.8091
1992-12-08,0.4217,,,1.7923
1992-12-09,0.4181,,,1.7826
1992-12-10,0.4153,,,1.7245
1992-12-11,0.4171,,,1.6735
1992-12-14,0.4153,,,1.688
1992-12-15,0.409,,,1.6735
1992-12-16,0.399,,,1.6857
1992-12-17,0.4126,,,1.7438
1992-12-18,0.4226,,,1.7438
1992-12-21,0.4326,,,1.7535
1992-12-22,0.4398,,,1.7002
1992-12-23,0.4335,,,1.6905
1992-12-24,0.428,,,1.6905
1992-12-28,0.4316,,,1.6954
1992-12-29,0.4326,,,1.676
1992-12-30,0.4262,,,1.6638
1992-12-31,0.4335,,,1.6541
1993-01-04,0.4226,,,1.6493
1993-01-05,0.4298,,,1.676
1993-01-06,0.448,,,1.7245
1993-01-07,0.4425,,,1.6905
1993-01-08,0.4516,,,1.688
1993-01-11,0.4652,,,1.7268
1993-01-12,0.4462,,,1.739
1993-01-13,0.4607,,,1.768
1993-01-14,0.4715,,,1.768
1993-01-15,0.4371,,,1.739
1993-01-18,0.4316,,,1.7293
1993-01-19,0.4335,,,1.7122
1993-01-20,0.4353,,,1.7122
1993-01-21,0.4353,,,1.7341
1993-01-22,0.4316,,,1.7316
1993-01-25,0.4353,,,1.7148
1993-01-26,0.4407,,,1.7051
1993-01-27,0.4371,,,1.6712
1993-01-28,0.4344,,,1.6857
1993-01-29,0.4316,,,1.676
1993-02-01,0.4443,,,1.6954
1993-02-02,0.4371,,,1.7245
1993-02-03,0.4353,,,1.7122
1993-02-04,0.4316,,,1.6469
1993-02-05,0.4153,,,1.7245
1993-02-08,0.4099,,,1.6615
1993-02-09,0.4126,,,1.6251
1993-02-10,0.4044,,,1.6566
1993-02-11,0.3999,,,1.6518
1993-02-12,0.3917,,,1.6202
1993-02-16,0.3853,,,1.5524
1993-02-17,0.3917,,,1.5549
1993-02-18,0.3999,,,1.5815
1993-02-19,0.3999,,,1.5452
1993-02-22,0.4008,,,1.4871
1993-02-23,0.3944,,,1.5404
1993-02-24,0.3899,,,1.6251
1993-02-25,0.3981,,,1.6347
1993-02-26,0.3853,,,1.6154
1993-03-01,0.3872,,,1.5791
1993-03-02,0.3944,,,1.6396
1993-03-03,0.3972,,,1.6421
1993-03-04,0.3999,,,1.6227
1993-03-05,0.3999,,,1.6034
1993-03-08,0.4108,,,1.6202
1993-03-09,0.4126,,,1.6324
1993-03-10,0.4126,,,1.6469
1993-03-11,0.4136,,,1.676
1993-03-12,0.409,,,1.7245
1993-03-15,0.4144,,,1.6977
1993-03-16,0.4108,,,1.7002
1993-03-17,0.4008,,,1.6541
1993-03-18,0.3963,,,1.6518
1993-03-19,0.3908,,,1.6324
1993-03-22,0.3872,,,1.6154
1993-03-23,0.3835,,,1.6105
1993-03-24,0.3908,,,1.6712
1993-03-25,0.3981,,,1.6929
1993-03-26,0.3872,,,1.6783
1993-03-29,0.3708,,,1.6857
1993-03-30,0.3799,,,1.7632
1993-03-31,0.3744,,,1.7923
1993-04-01,0.3763,,,1.802
1993-04-02,0.3645,,,1.739
1993-04-05,0.3635,,,1.7729
1993-04-06,0.3544,,,1.739
1993-04-07,0.3672,,,1.7487
1993-04-08,0.3617,,,1.7245
1993-04-12,0.3635,,,1.7462
1993-04-13,0.3526,,,1.7219
1993-04-14,0.3544,,,1.7245
1993-04-15,0.3435,,,1.688
1993-04-16,0.3499,,,1.6857
1993-04-19,0.3526,,,1.6857
1993-04-20,0.3635,,,1.6809
1993-04-21,0.3608,,,1.6444
1993-04-22,0.3635,,,1.613
1993-04-23,0.3581,,,1.5766
1993-04-26,0.3563,,,1.5572
1993-04-27,0.3654,,,1.5985
1993-04-28,0.3736,,,1.6663
1993-04-29,0.369,,,1.6566
1993-04-30,0.3726,,,1.6566
1993-05-03,0.3772,,,1.6687
1993-05-04,0.3881,,,1.7051
1993-05-05,0.3963,,,1.7293
1993-05-06,0.3908,,,1.6905
1993-05-07,0.3981,,,1.6857
1993-05-10,0.3999,,,1.7268
1993-05-11,0.3963,,,1.7002
1993-05-12,0.3872,,,1.6712
1993-05-13,0.4035,,,1.6615
1993-05-14,0.4035,,,1.6566
1993-05-17,0.4053,,,1.676
1993-05-18,0.4035,,,1.7148
1993-05-19,0.4162,,,1.7923
1993-05-20,0.4272,,,1.8237
1993-05-21,0.4181,,,1.7923
1993-05-24,0.419,,,1.7849
1993-05-25,0.4099,,,1.768
1993-05-26,0.4199,,,1.8456
1993-05-27,0.4181,,,1.8237
1993-05-28,0.4126,,,1.7946
1993-06-01,0.4153,,,1.8649
1993-06-02,0.4153,,,1.8552
1993-06-03,0.4108,,,1.8333
1993-06-04,0.3999,,,1.8213
1993-06-07,0.3698,,,1.8068
1993-06-08,0.3607,,,1.7874
1993-06-09,0.3224,,,1.7632
1993-06-10,0.3242,,,1.7655
1993-06-11,0.3188,,,1.7316
1993-06-14,0.3252,,,1.7874
1993-06-15,0.306,,,1.7923
1993-06-16,0.3078,,,1.768
1993-06-17,0.3006,,,1.7607
1993-06-18,0.2987,,,1.6954
1993-06-21,0.2887,,,1.7171
1993-06-22,0.3015,,,1.7051
1993-06-23,0.2951,,,1.7171
1993-06-24,0.3042,,,1.7148
1993-06-25,0.2914,,,1.7148
1993-06-28,0.2924,,,1.7487
1993-06-29,0.2842,,,1.7245
1993-06-30,0.2878,,,1.7051
1993-07-01,0.2769,,,1.688
1993-07-02,0.2805,,,1.6905
1993-07-06,0.275,,,1.6663
1993-07-07,0.2659,,,1.6154
1993-07-08,0.2659,,,1.6444
1993-07-09,0.2678,,,1.6396
1993-07-12,0.2769,,,1.6227
1993-07-13,0.2714,,,1.6034
1993-07-14,0.2714,,,1.6324
1993-07-15,0.2605,,,1.6179
1993-07-16,0.2004,,,1.5718
1993-07-19,0.1867,,,1.5259
1993-07-20,0.1958,,,1.5598
1993-07-21,0.1913,,,1.5307
1993-07-22,0.1931,,,1.504
1993-07-23,0.1913,,,1.504
1993-07-26,0.1958,,,1.5162
1993-07-27,0.1931,,,1.4629
1993-07-28,0.1958,,,1.5162
1993-07-29,0.1985,,,1.5307
1993-07-30,0.2022,,,1.4338
1993-08-02,0.2077,,,1.4096
1993-08-03,0.2113,,,1.4144
1993-08-04,0.2204,,,1.4144
1993-08-05,0.2149,,,1.4483
1993-08-06,0.2131,,,1.4193
1993-08-09,0.2168,,,1.4144
1993-08-10,0.2077,,,1.3757
1993-08-11,0.2004,,,1.4022
1993-08-12,0.1931,,,1.4338
1993-08-13,0.1994,,,1.458
1993-08-16,0.2012,,,1.5065
1993-08-17,0.2076,,,1.4968
1993-08-18,0.2086,,,1.4968
1993-08-19,0.2012,,,1.4387
1993-08-20,0.2049,,,1.4774
1993-08-23,0.2076,,,1.4919
1993-08-24,0.2049,,,1.47
1993-08-25,0.1994,,,1.4387
1993-08-26,0.1966,,,1.3974
1993-08-27,0.1939,,,1.3925
1993-08-30,0.1903,,,1.4071
1993-08-31,0.1939,,,1.4555
1993-09-01,0.1911,,,1.4871
1993-09-02,0.1884,,,1.4846
1993-09-03,0.1884,,,1.4677
1993-09-07,0.1921,,,1.4483
1993-09-08,0.1958,,,1.4435
1993-09-09,0.1903,,,1.4774
1993-09-10,0.1921,,,1.5113
1993-09-13,0.1848,,,1.4797
1993-09-14,0.1775,,,1.458
1993-09-15,0.1793,,,1.4823
1993-09-16,0.1811,,,1.4726
1993-09-17,0.1848,,,1.4726
1993-09-20,0.182,,,1.4652
1993-09-21,0.1793,,,1.4726
1993-09-22,0.1866,,,1.4968
1993-09-23,0.1811,,,1.5259
1993-09-24,0.1829,,,1.5501
1993-09-27,0.1811,,,1.5937
1993-09-28,0.1811,,,1.6276
1993-09-29,0.1747,,,1.6082
1993-09-30,0.171,,,1.5985
1993-10-01,0.1665,,,1.5888
1993-10-04,0.1665,,,1.6008
1993-10-05,0.172,,,1.613
1993-10-06,0.1728,,,1.6444
1993-10-07,0.1683,,,1.6299
1993-10-08,0.1655,,,1.6373
1993-10-11,0.1738,,,1.6276
1993-10-12,0.1756,,,1.6324
1993-10-13,0.1756,,,1.613
1993-10-14,0.1738,,,1.5911
1993-10-15,0.2067,,,1.5646
1993-10-18,0.2076,,,1.6082
1993-10-19,0.2031,,,1.5549
1993-10-20,0.2031,,,1.5694
1993-10-21,0.2214,,,1.5404
1993-10-22,0.2214,,,1.5572
