,AAPL,AMZN,GOOGL,MSFT
2004-03-04,0.379,2.2142,,16.4937
2004-03-05,0.4028,2.1992,,16.4812
2004-03-08,0.3916,2.1698,,16.156
2004-03-09,0.4082,2.1304,,16.0872
2004-03-10,0.4169,2.0725,,15.8683
2004-03-11,0.4089,2.059,,15.6931
2004-03-12,0.4151,2.1169,,15.8745
2004-03-15,0.3984,2.0491,,15.7369
2004-03-16,0.3889,2.1014,,15.7494
2004-03-17,0.3945,2.1349,,15.7182
2004-03-18,0.3866,2.1453,,15.568
2004-03-19,0.3895,2.1349,,15.4054
2004-03-22,0.3895,2.0376,,15.3241
2004-03-23,0.3809,2.0067,,15.1052
2004-03-24,0.3841,1.9767,,15.2678
2004-03-25,0.4047,2.0945,,15.7557
2004-03-26,0.4073,2.08,,15.6556
2004-03-29,0.4204,2.1329,,15.8307
2004-03-30,0.4205,2.1847,,15.7619
2004-03-31,0.4073,2.1588,,15.5931
2004-04-01,0.4083,2.2316,,15.6869
2004-04-02,0.4142,2.299,,16.1685
2004-04-05,0.4266,2.3424,,16.2317
2004-04-06,0.4192,2.3164,,16.1372
2004-04-07,0.4113,2.287,,16.0059
2004-04-08,0.4147,2.3992,,15.9371
2004-04-12,0.4223,2.3922,,16.0184
2004-04-13,0.4056,2.3234,,15.9183
2004-04-14,0.4013,2.3339,,15.9558
2004-04-15,0.4413,2.3439,,15.7713
2004-04-16,0.4395,2.2695,,15.7369
2004-04-19,0.427,2.3498,,15.9683
2004-04-20,0.4177,2.2546,,15.8433
2004-04-21,0.4177,2.2805,,15.9183
2004-04-22,0.4184,2.4371,,16.231
2004-04-23,0.4172,2.3089,,17.2256
2004-04-26,0.4086,2.3568,,17.0379
2004-04-27,0.4058,2.3942,,17.0254
2004-04-28,0.3984,2.3429,,16.6126
2004-04-29,0.4032,2.304,,16.5625
2004-04-30,0.3883,2.1748,,16.3436
2004-05-03,0.3927,2.2152,,16.4812
2004-05-04,0.3937,2.1922,,16.4687
2004-05-05,0.4014,2.2077,,16.45
2004-05-06,0.4003,2.1518,,16.3374
2004-05-07,0.4017,2.09,,16.1247
2004-05-10,0.3958,2.058,,16.2185
2004-05-11,0.4088,2.1299,,16.2248
2004-05-12,0.4112,2.1458,,16.2248
2004-05-13,0.4095,2.1753,,16.3249
2004-05-14,0.4076,2.1473,,16.1748
2004-05-17,0.4013,2.0989,,15.9746
2004-05-18,0.4076,2.0945,,16.156
2004-05-19,0.3987,2.0795,,16.0246
2004-05-20,0.4023,2.0441,,16.0934
2004-05-21,0.4083,2.0536,,16.1935
2004-05-24,0.4118,2.0765,,16.1122
2004-05-25,0.4279,2.1758,,16.3249
2004-05-26,0.4294,2.2291,,16.3499
2004-05-27,0.4243,2.3753,,16.3812
2004-05-28,0.4226,2.4192,,16.4062
2004-06-01,0.4226,2.5055,,16.3311
2004-06-02,0.4356,2.5115,,16.3436
2004-06-03,0.4278,2.4641,,16.1935
2004-06-04,0.4335,2.5414,,16.231
2004-06-07,0.449,2.5818,,16.5313
2004-06-08,0.4571,2.5908,,16.6376
2004-06-09,0.4549,2.506,,16.5563
2004-06-10,0.463,2.491,,16.7439
2004-06-14,0.4537,2.4566,,16.8252
2004-06-15,0.4623,2.4995,,17.1411
2004-06-16,0.4931,2.5224,,17.0879
2004-06-17,0.4942,2.4825,,17.3688
2004-06-18,0.4957,2.474,,17.7322
2004-06-21,0.487,2.4825,,17.7322
2004-06-22,0.497,2.4441,,17.6947
2004-06-23,0.5076,2.5344,,17.7009
2004-06-24,0.4998,2.5449,,17.7572
2004-06-25,0.5076,2.5838,,17.8698
2004-06-28,0.4894,2.6631,,17.6884
2004-06-29,0.4895,2.679,,17.826
2004-06-30,0.4901,2.7135,,17.8635
2004-07-01,0.4865,2.6217,,17.9073
2004-07-02,0.4681,2.6232,,17.8698
2004-07-06,0.4662,2.5558,,17.5258
2004-07-07,0.4577,2.5439,,17.5758
2004-07-08,0.454,2.4691,,17.2881
2004-07-09,0.4523,2.4102,,17.4257
2004-07-12,0.4389,2.4466,,17.4445
2004-07-13,0.4401,2.474,,17.2631
2004-07-14,0.4455,2.4691,,17.5946
2004-07-15,0.496,2.4277,,17.432
2004-07-16,0.485,2.3493,,17.188
2004-07-19,0.4815,2.2955,,17.482
2004-07-20,0.485,2.3439,,17.7134
2004-07-21,0.4763,2.2326,,18.0512
2004-07-22,0.4772,2.2855,,18.1387
2004-07-23,0.4624,1.9942,,17.532
2004-07-26,0.4708,1.9343,,17.9261
2004-07-27,0.4885,1.9508,,17.7885
2004-07-28,0.486,1.8939,,17.876
2004-07-29,0.4916,1.9244,,17.8135
2004-07-30,0.4871,1.9413,,17.8198
2004-08-02,0.4757,1.9104,,17.8385
2004-08-03,0.4713,1.876,,17.5571
2004-08-04,0.4788,1.8515,,17.5508
2004-08-05,0.4728,1.7762,,17.2193
2004-08-06,0.4485,1.7702,,16.9754
2004-08-09,0.4564,1.7618,,17.0004
2004-08-10,0.4748,1.8505,,17.3381
2004-08-11,0.4671,1.8236,,17.1442
2004-08-12,0.4574,1.8101,,16.8127
2004-08-13,0.4645,1.8022,,16.9003
2004-08-16,0.4636,1.8929,,16.9441
2004-08-17,0.465,1.9069,,16.9191
2004-08-18,0.4781,1.9633,,17.1755
2004-08-19,0.4626,1.9269,2.5099,16.9629
2004-08-20,0.4639,1.9708,2.7094,17.0129
2004-08-23,0.4681,1.9678,2.7367,17.0879
2004-08-24,0.4812,1.9478,2.6233,17.0879
2004-08-25,0.4978,2.0102,2.6516,17.2824
2004-08-26,0.522,2.0047,2.6994,17.2134
2004-08-27,0.5174,1.9902,2.6554,17.226
2004-08-30,0.5139,1.9109,2.5518,17.1256
2004-08-31,0.5195,1.9024,2.5608,17.1256
2004-09-01,0.5401,1.9074,2.5078,17.182
2004-09-02,0.5371,1.9543,2.5393,17.3263
2004-09-03,0.5306,1.9323,2.5018,17.0064
2004-09-07,0.5386,1.9209,2.541,17.1632
2004-09-08,0.5475,1.8959,2.559,17.1005
2004-09-09,0.5377,1.8989,2.5593,17.113
2004-09-10,0.5403,1.9239,2.6348,17.2448
2004-09-13,0.5361,1.9957,2.6891,17.0942
2004-09-14,0.5345,2.1284,2.7889,17.2134
2004-09-15,0.5302,2.1054,2.8017,17.0566
2004-09-16,0.5475,2.1234,2.851,17.1005
2004-09-17,0.5594,2.1428,2.939,17.2573
2004-09-20,0.568,2.1583,2.9858,17.2573
2004-09-21,0.5725,2.1594,2.9478,17.1005
2004-09-22,0.5561,2.064,2.9613,17.0127
2004-09-23,0.5614,2.0865,3.0223,17.157
2004-09-24,0.5617,2.0421,2.9976,17.1193
2004-09-27,0.5653,1.9917,2.9583,17.0566
2004-09-28,0.573,1.9668,3.1734,17.1068
2004-09-29,0.5826,2.0371,3.279,17.3012
2004-09-30,0.5837,2.0381,3.242,17.3451
2004-10-01,0.5824,2.0186,3.3165,17.7215
2004-10-04,0.5843,2.0456,3.3785,17.64
2004-10-05,0.593,2.0431,3.4613,17.8031
2004-10-06,0.6121,2.063,3.4291,17.8972
2004-10-07,0.5968,2.0526,3.4734,17.6713
2004-10-08,0.5883,1.9952,3.4453,17.5584
2004-10-11,0.5812,2.0027,3.3835,17.6023
2004-10-12,0.5767,2.0062,3.4371,17.5835
2004-10-13,0.5987,1.9942,3.5246,17.5835
2004-10-14,0.6775,1.9503,3.5522,17.4392
2004-10-15,0.6853,1.9229,3.6049,17.5584
2004-10-18,0.7192,1.9588,3.7313,17.8219
2004-10-19,0.7142,1.9119,3.7007,17.6776
2004-10-20,0.715,1.9129,3.5144,18.0032
2004-10-21,0.7221,1.9688,3.7368,17.916
2004-10-22,0.7141,1.7258,4.3134,17.4016
2004-10-25,0.7162,1.6944,4.6878,17.3326
2004-10-26,0.7225,1.6874,4.5478,17.502
2004-10-27,0.7576,1.7074,4.6521,17.6588
2004-10-28,0.7861,1.7184,4.8354,17.571
2004-10-29,0.7892,1.7024,4.7689,17.5459
2004-11-01,0.79,1.7508,4.9037,17.6149
2004-11-02,0.8058,1.8076,4.8747,17.7153
2004-11-03,0.8331,1.7917,4.7947,17.8595
2004-11-04,0.8201,1.8411,4.6203,18.192
2004-11-05,0.8242,1.8236,4.2363,18.3865
2004-11-08,0.8191,1.8615,4.3164,18.3677
2004-11-09,0.8141,1.8655,4.2201,18.675
2004-11-10,0.8246,1.8999,4.199,18.65
2004-11-11,0.8329,1.9368,4.5783,18.8068
2004-11-12,0.8359,2.0181,4.5528,18.8005
2004-11-15,0.832,2.0396,4.6245,19.1142
2004-11-16,0.8274,1.9987,4.3162,18.9257
2004-11-17,0.8269,1.9902,4.3151,18.9606
2004-11-18,0.8343,2.0137,4.191,18.8908
2004-11-19,0.831,1.9229,4.2376,18.7443
2004-11-22,0.9241,1.8979,4.13,18.5978
2004-11-23,0.9228,1.9109,4.1905,18.514
2004-11-24,0.9647,1.9328,4.3716,18.5908
2004-11-26,0.9722,1.9498,4.4875,18.5629
2004-11-29,1.0308,1.9423,4.529,18.6815
2004-11-30,1.0099,1.9792,4.5523,18.7094
2004-12-01,1.0211,1.9942,4.5017,19.0165
2004-12-02,0.9822,2.0037,4.4877,18.9048
2004-12-03,0.9441,1.9997,4.5127,19.0025
2004-12-06,0.9908,1.9698,4.4099,19.0723
2004-12-07,0.9472,1.9054,4.2883,18.8908
2004-12-08,0.9531,1.9313,4.2521,19.0932
2004-12-09,0.9638,1.9862,4.3384,19.0025
2004-12-10,0.9813,1.9478,4.2938,18.8978
2004-12-13,0.9777,1.9867,4.2638,19.0165
2004-12-14,0.9834,2.0171,4.47,19.0025
2004-12-15,0.9829,2.0451,4.4972,18.9188
2004-12-16,1.0031,1.9977,4.4144,18.9537
2004-12-17,0.9789,1.9957,4.5047,18.8141
2004-12-20,0.9447,1.9428,4.6283,18.8071
2004-12-21,0.9593,1.9648,4.5965,18.8908
2004-12-22,0.9602,1.9713,4.6603,18.8211
2004-12-23,0.9641,1.9418,4.7003,18.849
2004-12-27,0.9513,2.1074,4.8007,18.7373
2004-12-28,0.9667,2.2261,4.8219,18.8071
2004-12-29,0.9706,2.2356,4.8254,18.7722
2004-12-30,0.976,2.2431,4.943,18.6745
2004-12-31,0.97,2.2092,4.8227,18.6466
2005-01-03,0.9533,2.2207,5.0708,18.6606
2005-01-04,0.9631,2.1019,4.8654,18.7303
2005-01-05,0.9715,2.0835,4.8407,18.6885
2005-01-06,0.9722,2.0476,4.7166,18.6675
2005-01-07,1.043,2.1109,4.8492,18.6117
2005-01-10,1.0387,2.087,4.8795,18.7024
2005-01-11,0.9724,2.077,4.8414,18.6536
2005-01-12,0.986,2.1099,4.8875,18.6885
2005-01-13,1.0513,2.1249,4.8862,18.3326
2005-01-14,1.0573,2.2221,5.0023,18.2279
2005-01-18,1.0641,2.2236,5.1006,18.3675
2005-01-19,1.0525,2.1927,4.9355,18.1302
2005-01-20,1.0613,2.1129,4.8509,18.0464
2005-01-21,1.0617,2.0531,4.7099,17.8999
2005-01-24,1.0658,2.0141,4.5207,17.9139
2005-01-25,1.0852,2.0421,4.4307,18.1581
2005-01-26,1.0882,2.062,4.7339,18.1511
2005-01-27,1.0941,2.1104,4.7048,18.2209
2005-01-28,1.1143,2.1059,4.7614,18.2698
2005-01-31,1.1583,2.1558,4.8935,18.3395
2005-02-01,1.1678,2.1189,4.8004,18.4163
2005-02-02,1.1994,2.089,5.1521,18.4652
2005-02-03,1.172,1.7832,5.2747,18.2698
2005-02-04,1.1875,1.7817,5.1121,18.3675
2005-02-07,1.189,1.7802,4.9037,18.2558
2005-02-08,1.2185,1.8106,4.969,18.3116
2005-02-09,1.186,1.7902,4.7924,18.193
2005-02-10,1.1803,1.7847,4.7023,18.186
2005-02-11,1.2232,1.7847,4.6878,18.1232
2005-02-14,1.2747,1.7972,4.8277,18.1511
2005-02-15,1.3316,1.8027,4.8837,18.1511
2005-02-16,1.3575,1.7787,4.9633,18.0531
2005-02-17,1.3226,1.7802,4.9505,17.9551
2005-02-18,1.3075,1.7613,4.9517,17.8361
2005-02-22,1.2846,1.7318,4.7871,17.6611
2005-02-23,1.3289,1.7029,4.8517,17.6401
2005-02-24,1.3395,1.7303,4.7251,17.7591
2005-02-25,1.3404,1.7453,4.6496,17.6751
2005-02-28,1.3514,1.7548,4.7026,17.6121
2005-03-01,1.3405,1.7652,4.6543,17.6961
2005-03-02,1.3291,1.7707,4.6323,17.6821
2005-03-03,1.2589,1.7782,4.678,17.6191
2005-03-04,1.2896,1.7882,4.6503,17.6191
2005-03-07,1.2878,1.8116,4.7231,17.8291
2005-03-08,1.2209,1.7872,4.6328,17.7801
2005-03-09,1.1854,1.7657,4.5365,17.7171
2005-03-10,1.1998,1.7413,4.5022,17.8011
2005-03-11,1.2131,1.7333,4.4477,17.5631
2005-03-14,1.2146,1.7258,4.3774,17.5771
2005-03-15,1.2339,1.7049,4.468,17.4371
2005-03-16,1.2405,1.6894,4.3927,17.2411
2005-03-17,1.2727,1.6944,4.485,17.1781
2005-03-18,1.2941,1.7039,4.5037,17.0171
2005-03-21,1.3164,1.6795,4.5247,16.9401
2005-03-22,1.2902,1.6535,4.4677,16.7931
2005-03-23,1.2818,1.655,4.4772,16.9261
2005-03-24,1.2803,1.64,4.484,16.9961
2005-03-28,1.2812,1.6655,4.5382,16.9401
2005-03-29,1.2577,1.6675,4.492,16.7441
2005-03-30,1.2893,1.7119,4.514,16.9121
2005-03-31,1.2553,1.7094,4.5155,16.9191
2005-04-01,1.2318,1.6964,4.5037,16.8841
2005-04-04,1.2378,1.7458,4.6351,16.9611
2005-04-05,1.2619,1.7598,4.7171,17.1291
2005-04-06,1.2751,1.7368,4.7334,17.2691
2005-04-07,1.3122,1.7408,4.8469,17.5701
2005-04-08,1.3176,1.7258,4.8042,17.4581
2005-04-11,1.2628,1.7258,4.8337,17.4791
2005-04-12,1.2851,1.7273,4.8518,17.7241
2005-04-13,1.2363,1.7109,4.8262,17.5281
2005-04-14,1.1224,1.6944,4.7891,17.3881
2005-04-15,1.0649,1.647,4.6278,17.1221
2005-04-18,1.073,1.646,4.6771,17.2551
2005-04-19,1.1173,1.6351,4.7879,17.2411
2005-04-20,1.0697,1.6585,4.9555,17.0241
2005-04-21,1.1188,1.6795,5.1219,17.6681
2005-04-22,1.0694,1.648,5.3985,17.4861
2005-04-25,1.114,1.6725,5.5916,17.4931
2005-04-26,1.0902,1.6316,5.4721,17.3321
2005-04-27,1.083,1.5822,5.4978,17.4931
2005-04-28,1.0706,1.6221,5.4896,17.1151
2005-04-29,1.0863,1.6141,5.5033,17.7101
2005-05-02,1.0974,1.651,5.5606,17.6611
2005-05-03,1.0908,1.6565,5.6582,17.7521
2005-05-04,1.1191,1.6939,5.716,17.6471
2005-05-05,1.1049,1.6939,5.6779,17.6611
2005-05-06,1.1218,1.7219,5.704,17.6541
2005-05-09,1.1137,1.7278,5.6539,17.5771
2005-05-10,1.0971,1.7074,5.6984,17.4301
2005-05-11,1.0727,1.6869,5.7858,17.4371
2005-05-12,1.0281,1.6884,5.7215,17.5001
2005-05-13,1.0474,1.6909,5.7345,17.7101
2005-05-16,1.0709,1.7229,5.7797,17.8991
2005-05-17,1.0652,1.7323,5.8318,17.8781
2005-05-18,1.0796,1.7623,5.9826,18.0466
2005-05-19,1.1312,1.7752,5.9831,18.2011
2005-05-20,1.1312,1.7707,6.0439,18.0747
2005-05-23,1.1977,1.7797,6.3901,18.1519
2005-05-24,1.1959,1.7727,6.4039,18.0817
2005-05-25,1.1983,1.7583,6.5242,18.0536
2005-05-26,1.2272,1.7682,6.4839,18.187
2005-05-27,1.2218,1.7707,6.654,18.3064
2005-05-31,1.1977,1.7712,6.9359,18.1168
2005-06-01,1.214,1.8206,7.2044,18.1238
2005-06-02,1.2062,1.8161,7.2019,18.1098
2005-06-03,1.1519,1.7752,7.0107,17.857
2005-06-06,1.1423,1.7842,7.2779,17.8149
2005-06-07,1.1007,1.7633,7.3324,17.9132
2005-06-08,1.1122,1.7373,6.9932,17.8359
2005-06-09,1.1342,1.7558,7.1621,17.9132
2005-06-10,1.0787,1.7433,7.0668,17.857
2005-06-13,1.0814,1.7393,7.073,17.7727
2005-06-14,1.0845,1.7478,6.963,17.8078
2005-06-15,1.1185,1.7578,6.8742,17.7376
2005-06-16,1.1441,1.7747,6.9402,17.5831
2005-06-17,1.154,1.7613,7.0117,17.5831
2005-06-20,1.133,1.7802,7.1718,17.6323
2005-06-21,1.1405,1.7647,7.2004,17.6604
2005-06-22,1.1613,1.7568,7.2369,17.6042
2005-06-23,1.1715,1.7672,7.2471,17.7727
2005-06-24,1.1375,1.7468,7.4358,17.5831
2005-06-27,1.1176,1.7209,7.6071,17.5902
2005-06-28,1.1239,1.6815,7.5546,17.6042
2005-06-29,1.0956,1.6635,7.3224,17.6182
2005-06-30,1.1089,1.6505,7.3582,17.4427
2005-07-01,1.0995,1.6415,7.2857,17.3514
2005-07-05,1.1441,1.6999,7.3972,17.541
2005-07-06,1.1263,1.6989,7.2925,17.3444
2005-07-07,1.1336,1.6939,7.393,17.3093
2005-07-08,1.1522,1.7328,7.4102,17.6182
2005-07-11,1.1477,1.7752,7.3382,17.7587
2005-07-12,1.1519,1.8111,7.299,17.9834
2005-07-13,1.1553,1.8211,7.476,18.0185
2005-07-14,1.2275,1.855,7.5268,18.2362
2005-07-15,1.2516,1.853,7.5343,18.1098
2005-07-18,1.2498,1.855,7.493,17.9413
2005-07-19,1.3011,1.9039,7.7522,18.3696
2005-07-20,1.3143,1.9039,7.8047,18.3907
2005-07-21,1.3041,1.8929,7.8533,18.5662
2005-07-22,1.3255,1.8929,7.5646,18.0325
2005-07-25,1.3197,1.8929,7.4007,18.0396
2005-07-26,1.3143,1.8825,7.4067,17.9342
2005-07-27,1.3252,2.1773,7.4277,18.0606
2005-07-28,1.3194,2.2785,7.3419,18.0817
2005-07-29,1.2848,2.2521,7.1984,17.9834
2005-08-01,1.2878,2.2411,7.2947,18.2011
2005-08-02,1.3011,2.3199,7.4843,18.826
2005-08-03,1.302,2.3,7.437,19.135
2005-08-04,1.2866,2.2675,7.4478,19.1842
2005-08-05,1.295,2.2581,7.3132,19.4931
2005-08-08,1.2848,2.2775,7.2857,19.0507
2005-08-09,1.32,2.291,7.2937,19.2052
2005-08-10,1.3068,2.2326,7.1463,18.9243
2005-08-11,1.3255,2.2551,7.1056,19.149
2005-08-12,1.3887,2.2047,7.2474,18.9946
2005-08-15,1.4363,2.2466,7.1043,19.1069
2005-08-16,1.3932,2.2082,7.1456,18.8322
2005-08-17,1.4203,2.2007,7.1318,18.9801
2005-08-18,1.3947,2.1812,7.004,18.8886
2005-08-19,1.3806,2.1807,7.0042,18.8182
2005-08-22,1.3818,2.1832,6.8544,18.952
2005-08-23,1.3779,2.1658,6.9937,18.9238
2005-08-24,1.3788,2.1134,7.0685,18.8815
2005-08-25,1.3875,2.1104,7.069,19.0365
2005-08-26,1.3779,2.1134,7.0938,18.9942
2005-08-29,1.3809,2.1344,7.2156,19.121
2005-08-30,1.4029,2.1194,7.1861,19.1421
2005-08-31,1.4125,2.1299,7.1543,19.283
2005-09-01,1.3935,2.087,7.1606,19.1562
2005-09-02,1.3923,2.0705,7.2156,19.0294
2005-09-06,1.47,2.1758,7.1821,19.0154
2005-09-07,1.4664,2.1812,7.3762,18.9097
2005-09-08,1.4996,2.1428,7.3892,18.7407
2005-09-09,1.5457,2.1423,7.4818,18.7196
2005-09-12,1.5484,2.2197,7.7482,18.7407
2005-09-13,1.5309,2.1912,7.7967,18.6491
2005-09-14,1.4944,2.1498,7.5796,18.5294
2005-09-15,1.5023,2.1304,7.5701,18.5012
2005-09-16,1.5426,2.1349,7.5095,18.3604
2005-09-19,1.5857,2.1324,7.5994,18.3111
2005-09-20,1.6023,2.0885,7.7024,18.1984
2005-09-21,1.5698,2.0575,7.8022,17.9519
2005-09-22,1.5634,2.0989,7.789,17.8463
2005-09-23,1.6026,2.1044,7.8888,17.797
2005-09-26,1.6219,2.1618,7.8618,17.797
2005-09-27,1.6098,2.1528,7.8533,17.8463
2005-09-28,1.5387,2.1633,7.6546,18.0787
2005-09-29,1.5767,2.2341,7.7452,18.2688
2005-09-30,1.6149,2.2596,7.9163,18.1209
2005-10-03,1.6399,2.295,7.9718,17.9589
2005-10-04,1.6192,2.2411,7.7797,17.5927
2005-10-05,1.5899,2.2192,7.7725,17.3744
2005-10-06,1.5574,2.1952,7.8235,17.4167
2005-10-07,1.5454,2.1807,7.8295,17.3181
2005-10-10,1.5173,2.1827,7.771,17.2265
2005-10-11,1.5541,2.1648,7.6571,17.1913
2005-10-12,1.4836,2.1224,7.5288,17.1138
2005-10-13,1.6189,2.1259,7.4405,17.3181
2005-10-14,1.6267,2.1842,7.408,17.3744
2005-10-17,1.6098,2.2456,7.6296,17.2758
2005-10-18,1.5728,2.2271,7.5866,17.304
2005-10-19,1.655,2.2875,7.7222,17.6702
2005-10-20,1.6912,2.2451,7.5846,17.4589
2005-10-21,1.6767,2.292,8.5026,17.4519
2005-10-24,1.7107,2.3409,8.7215,17.6772
2005-10-25,1.69,2.303,8.678,17.6279
2005-10-26,1.718,1.9827,8.8914,17.6844
2005-10-27,1.6692,1.9483,8.8318,17.5012
2005-10-28,1.6408,1.9428,8.9597,17.9801
2005-10-31,1.7348,1.9882,9.3091,18.0998
2005-11-01,1.7321,2.0137,9.4902,18.2829
2005-11-02,1.8059,2.0326,9.4977,18.635
2005-11-03,1.8632,2.073,9.6546,18.621
2005-11-04,1.8421,2.0496,9.7667,18.7759
2005-11-07,1.8144,2.0645,9.8817,19.0224
2005-11-08,1.8044,2.0925,9.7534,19.0502
2005-11-09,1.8107,2.065,9.4845,18.9872
2005-11-10,1.843,2.1039,9.7834,19.0787
2005-11-11,1.8538,2.1289,9.7659,19.2126
2005-11-14,1.8511,2.1214,9.9303,19.2619
2005-11-15,1.8761,2.2172,9.8259,19.4238
2005-11-16,1.9565,2.2596,9.9598,19.5934
2005-11-17,1.9436,2.3314,10.0924,19.7558
2005-11-18,1.9448,2.3932,10.0113,19.8264
2005-11-21,1.9568,2.3937,10.2402,19.89
2005-11-22,2.0038,2.4366,10.4181,19.7134
2005-11-23,2.0216,2.4062,10.5779,19.7205
2005-11-25,2.0888,2.3972,10.722,19.6075
2005-11-28,2.0984,2.4117,10.5934,19.6004
2005-11-29,2.0514,2.4217,10.0946,19.551
2005-11-30,2.043,2.4172,10.1289,19.551
2005-12-01,2.1569,2.4441,10.3585,19.6993
2005-12-02,2.1879,2.4471,10.4488,19.7841
2005-12-05,2.1635,2.4356,10.1524,19.671
2005-12-06,2.2307,2.4571,10.1196,19.558
2005-12-07,2.2277,2.4356,10.1116,19.6004
2005-12-08,2.2316,2.4117,10.2725,19.558
2005-12-09,2.2391,2.4311,10.2362,19.5722
2005-12-12,2.2566,2.4476,10.3215,19.3885
2005-12-13,2.2587,2.4691,10.4436,19.1626
2005-12-14,2.1692,2.4646,10.4803,19.1342
2005-12-15,2.1743,2.4681,10.5696,19.0142
2005-12-16,2.1421,2.4546,10.7603,19.0
2005-12-19,2.1502,2.4127,10.6214,18.9506
2005-12-20,2.1722,2.4012,10.75,18.9718
2005-12-21,2.2141,2.4426,10.6647,18.88
2005-12-22,2.2298,2.4551,10.8075,18.7811
2005-12-23,2.2096,2.4551,10.7798,18.8164
2005-12-27,2.2361,2.4222,10.6224,18.6893
2005-12-28,2.2162,2.3972,10.6737,18.6398
2005-12-29,2.1524,2.3937,10.5101,18.5551
2005-12-30,2.1656,2.3518,10.3778,18.4703
2006-01-03,2.2518,2.3733,10.8873,18.9577
2006-01-04,2.2584,2.3568,11.1377,19.0495
2006-01-05,2.2406,2.3768,11.2878,19.0636
2006-01-06,2.2985,2.3877,11.6486,19.0071
2006-01-09,2.2909,2.3483,11.6796,18.9718
2006-01-10,2.4358,2.2771,11.7511,19.0707
2006-01-11,2.5274,2.2411,11.7979,19.2755
2006-01-12,2.5392,2.2127,11.5978,19.1696
2006-01-13,2.5783,2.2147,11.6633,19.2049
2006-01-17,2.5518,2.1947,11.6848,19.0636
2006-01-18,2.4849,2.2107,11.1295,18.9506
2006-01-19,2.3808,2.2172,10.9177,19.0848
2006-01-20,2.2921,2.1907,9.9926,18.6539
2006-01-23,2.3397,2.1812,10.694,18.6116
2006-01-24,2.2906,2.1957,11.0825,18.5621
2006-01-25,2.2352,2.1748,10.8316,18.6469
2006-01-26,2.1789,2.2286,10.8632,18.7175
2006-01-27,2.1698,2.2556,10.8438,19.6287
2006-01-30,2.2593,2.2426,10.677,19.777
2006-01-31,2.2747,2.2356,10.8231,19.8829
2006-02-01,2.2719,2.1937,10.0506,19.8052
2006-02-02,2.1719,2.1319,9.907,19.551
2006-02-03,2.1643,1.9119,9.5447,19.4521
2006-02-06,2.0273,1.8929,9.6333,19.1907
2006-02-07,2.0364,1.8715,9.2036,19.0283
2006-02-08,2.0728,1.9039,9.2326,19.0071
2006-02-09,1.9565,1.8949,8.9747,18.8305
2006-02-10,2.0276,1.9214,9.0707,18.8517
2006-02-13,1.9493,1.8885,8.6477,18.6398
2006-02-14,2.0377,1.9079,8.5882,18.8235
2006-02-15,2.0852,1.9583,8.5647,19.0495
2006-02-16,2.1258,1.9528,9.167,18.9999
2006-02-17,2.1174,1.9548,9.2243,18.9219
2006-02-21,2.081,1.9099,9.1703,18.8085
2006-02-22,2.1484,1.9313,9.1428,18.9361
2006-02-23,2.1614,1.8904,9.4575,18.8936
2006-02-24,2.1527,1.9129,9.4407,18.8723
2006-02-27,2.1385,1.8959,9.7653,19.17
2006-02-28,2.0632,1.8675,9.071,19.0424
2006-03-01,2.0816,1.8515,9.1255,19.2337
2006-03-02,2.0969,1.8396,9.417,19.1133
2006-03-03,2.04,1.856,9.4602,19.0849
2006-03-06,1.9725,1.8386,9.2081,19.0707
2006-03-07,1.9975,1.8421,9.1168,19.177
2006-03-08,1.9779,1.8361,8.8524,19.3117
2006-03-09,1.9258,1.8017,8.5802,19.1345
2006-03-10,1.9035,1.8066,8.4426,19.255
2006-03-13,1.9785,1.8052,8.4316,19.2125
2006-03-14,2.0279,1.8411,8.7843,19.2975
2006-03-15,1.9951,1.8401,8.6177,19.3897
2006-03-16,1.9373,1.8341,8.4744,19.3259
2006-03-17,1.9478,1.7952,8.4999,19.4889
2006-03-20,1.9276,1.8071,8.71,19.7653
2006-03-21,1.862,1.7917,8.5031,19.659
2006-03-22,1.8577,1.7957,8.5107,19.2408
2006-03-23,1.8123,1.7797,8.5524,19.0282
2006-03-24,1.8062,1.7692,9.1505,19.1416
2006-03-27,1.7927,1.7583,9.2478,19.1416
2006-03-28,1.7686,1.7802,9.4357,19.0637
2006-03-29,1.8776,1.8116,9.8805,19.1487
2006-03-30,1.8903,1.8291,9.7169,19.2975
2006-03-31,1.8894,1.8221,9.7559,19.2834
2006-04-03,1.8873,1.8027,9.7484,19.5314
2006-04-04,1.8427,1.8341,10.1146,19.5881
2006-04-05,2.0246,1.8625,10.2059,19.659
2006-04-06,2.146,1.9209,10.2857,19.5314
2006-04-07,2.1023,1.85,10.1602,19.3117
2006-04-10,2.0686,1.8261,10.4158,19.34
2006-04-11,2.0481,1.7987,10.2477,19.2267
2006-04-12,2.0096,1.8022,10.2299,19.2763
2006-04-13,2.0023,1.8266,10.0601,19.1841
2006-04-17,1.9524,1.7593,10.1767,19.0211
2006-04-18,1.9948,1.8096,10.1121,19.2904
2006-04-19,1.9776,1.8401,10.2687,19.1558
2006-04-20,2.0373,1.8126,10.3813,19.1558
2006-04-21,2.0195,1.7972,10.9341,19.2408
2006-04-24,1.9806,1.7852,11.0192,19.2125
2006-04-25,1.9933,1.7732,10.6855,19.2125
2006-04-26,2.0529,1.7852,10.6557,19.2054
